Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,72.71605682373047,72.77658292273667,71.46679725362982,71.72100391407992,135480400
2020-01-03,72.0091323852539,72.77176000550182,71.78397699623217,71.9413434276417,146322800
2020-01-06,72.58291625976562,72.62165386110323,70.87608272259153,71.12787343706493,118387200
2020-01-07,72.24154663085938,72.84922374466596,72.02123070618616,72.59259363206662,108872000
2020-01-08,73.4036636352539,73.70629425897245,71.9437738019734,71.9437738019734,132079200
2020-01-09,74.9627914428711,75.15647202012606,74.13237506994084,74.38415834268419,170108400
2020-01-10,75.13227081298828,75.69880172853615,74.62869680726308,75.19764374317383,140644800
2020-01-13,76.73741149902344,76.76404682603398,75.3307854721379,75.44942165682815,121532000
2020-01-14,75.70121765136719,76.88511195829709,75.57774940600967,76.67448226895164,161954400
2020-01-15,75.37680053710938,76.38395596192076,74.94343149157285,75.50027617412253,121923600
2020-01-16,76.32100677490234,76.43238014496747,75.55837921189631,75.92153589794125,108829200
2020-01-17,77.16594696044922,77.16836298058836,76.26289478458983,76.57036474816839,137816400
2020-01-21,76.64300537109375,77.23615682397768,76.50500406521856,76.79310894375465,110843200
2020-01-22,76.91658020019531,77.47099402402007,76.82215592624772,77.1296258918447,101832400
2020-01-23,77.2870101928711,77.3669014145498,76.42027207993955,76.96985393819801,104472000
2020-01-24,77.06428527832031,78.27964724750392,76.8730206484151,77.53396861447644,146537600
2020-01-27,74.79818725585938,75.48091632174767,73.81282018047104,75.06691970090553,161940000
2020-01-28,76.91414642333984,77.08603847633346,75.58257224071698,75.68183593003438,162234000
2020-01-29,78.52415466308594,79.37394362780475,77.80752757594179,78.55078999397739,216229200
2020-01-30,78.41036224365234,78.46362551493233,77.17078871761717,77.60415772537527,126743200
2020-01-31,74.93374633789062,78.12225762194025,74.63837863048332,77.69857485901245,199588400
2020-02-03,74.72795104980469,75.89731214570682,73.16879799630816,73.67237193822604,173788400
2020-02-04,77.19500732421875,77.3862719133486,75.93122176752728,76.33795548064964,136616400
2020-02-05,77.82447052001953,78.62583557722229,77.21920945636545,78.32562106551018,118826800
2020-02-06,78.73477935791016,78.73720276650342,77.53636686633509,78.09562750675829,105425600
2020-02-07,77.6645736694336,78.48240085764334,77.1719355094332,78.23244174012544,117684000
2020-02-10,78.03343963623047,78.03343963623047,76.1648155367922,76.24489635857795,109348800
2020-02-11,77.5626449584961,78.60374012100387,77.34423530217373,78.53093937088862,94323200
2020-02-12,79.40457153320312,79.409422447038,78.01401820106558,78.01401820106558,113730400
2020-02-13,78.83912658691406,79.16674472243865,78.47025716819051,78.67410664216737,94747600
2020-02-14,78.8585433959961,79.10850246780329,78.34891601878451,78.80757547409223,80113600
2020-02-18,77.41461944580078,77.59662873916865,76.34925482708518,76.53126412045305,152531200
2020-02-19,78.53579711914062,78.76634519119376,77.65730009675248,77.65730009675248,93984000
2020-02-20,77.73008728027344,78.78574250032466,77.22288901629881,78.29553354521413,100566000
2020-02-21,75.97066497802734,77.76649566805042,75.35183643347615,77.32238890983989,129554000
2020-02-24,72.36203002929688,73.81810418195764,70.19005719516358,72.13876947323553,222195200
2020-02-25,69.9109878540039,73.41770360998564,69.4377680797705,73.03427391263857,230673600
2020-02-26,71.02001190185547,72.28922581008212,69.52753744829661,69.53481752247102,198054800
2020-02-27,66.37757110595703,69.4062083168437,66.2416714304022,68.21708245275049,320605600
2020-02-28,66.33873748779297,67.56427105877654,62.21562305087625,62.431610947009084,426510000
2020-03-02,72.51493835449219,73.1531855467126,67.39683723058747,68.50345328948697,341397200
2020-03-03,70.21190643310547,73.77443320656704,69.35767141404621,73.69435237651876,319475600
2020-03-04,73.4686508178711,73.62881987433597,71.13650877871662,71.93977581539738,219178400
2020-03-05,71.08553314208984,72.69448862777347,70.71908549659396,71.71649259248731,187572800
2020-03-06,70.14151000976562,70.57590748684923,68.24861680086957,68.43547696188391,226176800
2020-03-09,64.5938720703125,67.48660157527603,63.82457638904733,64.00658563730508,286744800
2020-03-10,69.24601745605469,69.51296580827801,65.37043395043041,67.25605431560939,285290000
2020-03-11,66.84107971191406,68.24619329059158,65.9747138459021,67.31673591637701,255598800
2020-03-12,60.240211486816406,65.52333473547242,60.18439634961911,62.11126834135515,418474000
2020-03-13,67.45747375488281,67.93070070994933,61.38564487354782,64.2832360780183,370732000
2020-03-16,58.7792854309082,62.873275496652674,58.242963182289955,58.716186517548486,322423600
2020-03-17,61.36382293701172,62.516544687820904,57.854682347294336,60.06548857627604,324056000
2020-03-18,59.861637115478516,60.66975874633833,57.54405159077075,58.187153255274865,300233600
2020-03-19,59.40297317504883,61.35896558109421,58.87636011980493,60.036365596883776,271857200
2020-03-20,55.631744384765625,61.11386300197094,55.330821042511275,59.985403245758334,401693200
2020-03-23,54.44989013671875,55.45215566699075,51.59598621533572,55.35023092369006,336752800
2020-03-24,59.91260528564453,60.10917472444294,56.859702380225244,57.359620632722056,287531200
2020-03-25,59.58255386352539,62.67185674280047,59.286485163699844,60.85176409780143,303602000
2020-03-26,62.71796417236328,62.77620476506975,59.786401276197694,59.825230806660564,252087200
2020-03-27,60.121307373046875,62.09428547221415,59.95385824110164,61.33712804392787,204216800
2020-03-30,61.837039947509766,62.0093436795025,60.52414557218957,60.84933827038797,167976400
2020-03-31,61.71084976196289,63.700817094858024,61.15511640489983,62.0287624061651,197002000
2020-04-01,58.463802337646484,60.35912485054445,58.03183398758983,59.82037714150967,176218400
2020-04-02,59.43937301635742,59.49276269917482,57.49066070248686,58.32547715782636,165934000
2020-04-03,58.58514404296875,59.62623542608821,57.99300663222972,58.92246773803886,129880000
2020-04-06,63.695953369140625,63.85126406814097,60.519286350194704,60.888155740548534,201820400
2020-04-07,62.95820617675781,65.93588200935402,62.85385599250536,65.71746500197477,202887200
2020-04-08,64.56959533691406,64.88507503558087,63.39503001062034,63.76147021932345,168895200
2020-04-09,65.03556060791016,65.54033721316215,64.2371518120858,65.20786807728709,161834800
2020-04-13,66.31204223632812,66.42125075775364,64.51136064871955,65.11320728466447,131022800
2020-04-14,69.6610107421875,69.95222853281514,67.47689953040836,67.95012658868427,194994800
2020-04-15,69.02521514892578,69.48630396115935,68.10303752445863,68.53257686850102,131154400
2020-04-16,69.57365417480469,69.94010189303526,68.52042803590564,69.74110330393147,157125200
2020-04-17,68.62963104248047,69.63675500516926,67.1881169210457,69.08829799292641,215250000
2020-04-20,67.2051010131836,68.35782638874939,67.18568994969831,67.45263835997193,130015200
2020-04-21,65.12776947021484,67.28276042085989,64.41429253639382,67.0473614677832,180991600
2020-04-22,67.00366973876953,67.44048895263322,66.05722317141493,66.39939402555568,116862400
2020-04-23,66.74401092529297,68.37481424450658,66.7051813931717,66.94786041444767,124814400
2020-04-24,68.6708984375,68.68060767421453,67.22210405742399,67.27064283501898,126161200
2020-04-27,68.71942138671875,69.05189045933044,67.93799464568525,68.38694490813113,117087600
2020-04-28,67.60552215576172,69.36494515545422,67.51331034369456,69.18293587962397,112004800
2020-04-29,69.82604217529297,70.29684010085327,68.89415555935265,69.0980050622793,137280800
2020-04-30,71.29908752441406,71.47624586127782,69.97649141267905,70.36720104938254,183064000
2020-05-01,70.15121459960938,72.56101509610286,69.36978798695081,69.46685809785768,240616800
2020-05-04,71.14379119873047,71.27241079901312,69.4838673851674,70.17550415897956,133568000
2020-05-05,72.21155548095703,73.04637175058454,71.45924917442386,71.60485804116813,147751200
2020-05-06,72.95658874511719,73.58997737842726,72.52947133643356,72.9153300566067,142333600
2020-05-07,73.71131134033203,74.05834791180315,73.2817722099888,73.58512093632648,115215200
2020-05-08,75.46578979492188,75.51932400836401,74.04470854157813,74.37321360469922,133838400
2020-05-11,76.65325164794922,77.14965158521665,74.76252676945559,74.97179952522458,145946400
2020-05-12,75.77725219726562,77.79207364909227,75.65558421726155,77.33946490194451,162301200
2020-05-13,74.8623275756836,76.88202106495895,73.78191501660768,75.95733970236651,200622400
2020-05-14,75.32220458984375,75.38303857132479,73.373081446864,74.09822517948626,158929200
2020-05-15,74.87691497802734,74.92314940994656,73.0518950634004,73.08596566629879,166348400
2020-05-18,76.6410903930664,77.01582984347145,75.51201542213853,76.20552437986748,135178400
2020-05-19,76.1982192993164,77.50736040977804,76.16658443916718,76.65812036126512,101729600
2020-05-20,77.68013763427734,77.75069971271533,77.02069186607584,77.05962650901947,111504800
2020-05-21,77.10099792480469,78.08407725078851,76.86252601832638,77.54143540411926,102688800
2020-05-22,77.59740447998047,77.68013781166567,76.73599313969208,76.83819007988166,81803200
2020-05-26,77.07180786132812,78.89925602718259,77.01583791238306,78.71918977774382,125522000
2020-05-27,77.40760803222656,77.55361111108796,76.18606403867054,76.92824326203885,112945200
2020-05-28,77.44168090820312,78.7045953244802,76.80414178535541,77.08154095991135,133560800
2020-05-29,77.3662109375,78.14731703963925,77.0085068938251,77.68498034892205,153532400
2020-06-01,78.31767272949219,78.43934069786921,77.18859041846218,77.31999390359594,80791200
2020-06-02,78.68023681640625,78.70457189402366,77.60712449987925,78.04999766403765,87642800
2020-06-03,79.11338806152344,79.37619506332315,78.4271788552984,79.00145559647322,104491200
2020-06-04,78.43204498291016,79.23505064541881,78.05730554159499,78.93575218035002,87560400
2020-06-05,80.6658706665039,80.72670465644849,78.65348495250613,78.68268407951567,137250400
2020-06-08,81.1427993774414,81.17686997307266,79.64872058754821,80.36169309987528,95654400
2020-06-09,83.70512390136719,84.09932691847067,80.78996422247816,80.82159908143493,147712400
2020-06-10,85.85865020751953,86.32828677869298,84.2161326502249,84.65657009743241,166651600
